"reachNumber","reachID","length","width","depth","localArea","localPET","localCin","d","connect","order"
8,11749323,1535,6.86983652917294,0.262773485098887,12676500,0.005,10,0.1,"0",1
30,11749165,2951,5.55399700686423,0.226434713987634,6718500,0.005,10,0.1,"0",1
46,11749663,2822,6.10988605357703,0.242070705899098,8162100,0.005,10,0.1,"0",1
56,11749057,1894,7.41774117152247,0.277274053661149,12912300,0.005,10,0.1,"0",1
65,11748989,1138,6.03943748805006,0.240113513267844,7495200,0.005,10,0.1,"0",1
74,11748911,1498,6.3729988849595,0.249321510122954,8195400,0.005,10,0.1,"0",1
87,11748779,798,7.23930030125274,0.272587962644001,10700100,0.005,10,0.1,"0",1
94,11749607,1494,6.05899958841143,0.240657668579931,6286500,0.005,10,0.1,"0",1
99,11749101,3717,7.09134964418374,0.268676256351973,11743200,0.005,10,0.1,"0",1
111,11747921,491,8.14554412220383,0.296048680194384,7440300,0.005,10,0.1,"0",1
131,11748393,1824,12.3481247845009,0.396131853213199,19854900,0.005,10,0.1,"0",1
147,11750427,397,3.54004376195685,0.165205727795861,1479600,0.005,10,0.1,"0",1
160,11750353,2131,7.04295413412953,0.267391415982258,5130000,0.005,10,0.1,"0",1
167,11750531,2034,7.10703253429568,0.269092052606561,8062200,0.005,10,0.1,"0",1
175,11750575,1695,6.55311995179887,0.254233479456295,7797600,0.005,10,0.1,"0",1
194,11747925,1986,8.06427762019814,0.293978038750721,8689500,0.005,10,0.1,"0",1
198,11747863,1270,7.13790988083722,0.269909891938284,5390100,0.005,10,0.1,"0",1
201,11750561,2878,6.74389079925561,0.259391911476284,7842600,0.005,10,0.1,"0",1
205,11750397,940,6.98554949971344,0.265863955014836,7094700,0.005,10,0.1,"0",1
207,11749613,1182,5.35130309794421,0.220617898838531,4766400,0.005,10,0.1,"0",1
208,11748903,5597,8.72422746997946,0.31061894862171,13371300,0.005,10,0.1,"0",1
211,11749683,1262,5.49337734647759,0.224701856986304,6606000,0.005,10,0.1,"0",1
215,11749075,2508,5.36056027458144,0.220884981172015,6272100,0.005,10,0.1,"0",1
223,11750645,695,6.28189497593767,0.246821239486925,7103700,0.005,10,0.1,"0",1
225,11748997,403,7.30302673900575,0.274265437851352,12052800,0.005,10,0.1,"0",1
226,11747991,2565,8.30704823790476,0.300145455178079,8769600,0.005,10,0.1,"0",1
237,11750677,411,4.67482637220958,0.200703478125046,3789000,0.005,10,0.1,"0",1
240,11749099,865,6.03725851538126,0.240052868485574,7820100,0.005,10,0.1,"0",1
241,11748851,409,7.80822006394645,0.287412392805444,9493200,0.005,10,0.1,"0",1
249,11748953,2652,5.89682847750604,0.236130456025536,5381100,0.005,10,0.1,"0",1
253,11748849,2634,8.16626105739639,0.296575547249348,14599800,0.005,10,0.1,"0",1
255,11749403,1507,3.90064002031861,0.176812990492843,2968200,0.005,10,0.1,"0",1
265,11750819,965,4.7192147589061,0.20203558893189,4787100,0.005,10,0.1,"0",1
266,11749447,142,5.21983970606822,0.216809883271505,6268500,0.005,10,0.1,"0",1
268,11749381,1969,7.01291533695139,0.266592591345641,12060000,0.005,10,0.1,"0",1
269,11750759,899,4.73266342376329,0.202438444982805,4540500,0.005,10,0.1,"0",1
273,11750657,1772,7.14758604441486,0.270165963125942,10189800,0.005,10,0.1,"0",1
280,11750721,677,5.57497502025052,0.227033062259366,5719500,0.005,10,0.1,"0",1
285,11750799,2336,4.73693149334143,0.202566223596975,4541400,0.005,10,0.1,"0",1
286,11749287,397,7.48132661472609,0.278935692312579,14050800,0.005,10,0.1,"0",1
287,11750585,2390,5.67304629476667,0.22982141185754,5623200,0.005,10,0.1,"0",1
292,11750605,389,8.04114330346432,0.293387441787921,11685600,0.005,10,0.1,"0",1
294,11750609,253,5.80533935965966,0.233559957456364,5596200,0.005,10,0.1,"0",1
296,11750603,2203,7.09518766080345,0.268778038129099,8667000,0.005,10,0.1,"0",1
298,11750393,613,6.07458669935916,0.241090875131547,5160600,0.005,10,0.1,"0",1
303,11750387,110,6.71499842625397,0.258613504579527,4989600,0.005,10,0.1,"0",1
306,11750409,4253,6.1351111791455,0.242769858450552,3892500,0.005,10,0.1,"0",1
310,11750465,2033,6.06030062943966,0.240693840688615,4919400,0.005,10,0.1,"0",1
311,11750505,972,5.97358955931247,0.238277933221465,5456700,0.005,10,0.1,"0",1
317,11748459,875,9.09625414207923,0.319832703383614,9076500,0.005,10,0.1,"0",1
319,11750329,587,6.97056008087642,0.265464487365553,4838400,0.005,10,0.1,"0",1
320,11748427,3415,8.18461537211841,0.297041993918993,6186600,0.005,10,0.1,"0",1
324,11747899,1338,10.7810077331079,0.360230606479195,12242700,0.005,10,0.1,"0",1
325,11747823,576,6.30740684477704,0.247522481605884,3139200,0.005,10,0.1,"0",1
328,11748379,548,5.95230527887987,0.237683315474062,3171600,0.005,10,0.1,"0",1
330,11747937,2162,5.93314845939177,0.237147586853972,4770000,0.005,10,0.1,"0",1
331,11747827,9058,10.827062156828,0.361307103384099,13354200,0.005,10,0.1,"0",1
332,11747883,3794,10.348067251971,0.3500422999792,12836700,0.005,10,0.1,"0",1
333,11747845,711,6.52931668828139,0.253586700168662,4815000,0.005,10,0.1,"0",1
336,11747959,1044,7.57867336786517,0.281471412082169,7309800,0.005,10,0.1,"0",1
338,11748723,2277,8.94301462131183,0.316051472109905,13069800,0.005,10,0.1,"0",1
339,11748721,338,5.97668477649293,0.238364351152471,5766300,0.005,10,0.1,"0",1
340,11747947,1360,7.85538761333163,0.288626626072786,7450200,0.005,10,0.1,"0",1
341,11747927,1503,7.69400515383653,0.284463002694712,6582600,0.005,10,0.1,"0",1
342,11748713,638,6.88622004692733,0.263212000759501,7303500,0.005,10,0.1,"0",1
345,11748815,987,5.52306270002281,0.225551147250721,5191200,0.005,10,0.1,"0",1
348,11748943,969,5.51911738606486,0.225438351893878,5849100,0.005,10,0.1,"0",1
349,11749631,462,5.50181065985625,0.224943271599581,5992200,0.005,10,0.1,"0",1
350,11749203,1094,4.32837409952,0.190171928973028,3770100,0.005,10,0.1,"0",1
351,11749065,495,3.53913255934219,0.165175960030308,2097000,0.005,10,0.1,"0",1
352,11748825,2268,6.41006507546893,0.250335687222974,8127000,0.005,10,0.1,"0",1
354,11748813,618,7.4154446015188,0.277213959060201,11104200,0.005,10,0.1,"0",1
355,11749635,3654,8.09517535855743,0.29476603635225,15445800,0.005,10,0.1,"0",1
357,11749205,604,4.87900230870977,0.206800114797879,5032800,0.005,10,0.1,"0",1
358,11749255,353,4.80152222724703,0.204495765517242,4946400,0.005,10,0.1,"0",1
359,11749293,160,4.36474208243637,0.191289031825975,3902400,0.005,10,0.1,"0",1
367,11749251,409,3.79177524531743,0.173344022322536,2725200,0.005,10,0.1,"0",1
370,11749777,3246,6.10902844259312,0.242046920708017,10123200,0.005,10,0.1,"0",1
374,11749439,1695,5.78643141996341,0.233027205018237,8618400,0.005,10,0.1,"0",1
375,11749329,2394,6.49003360925161,0.252517755854138,10845900,0.005,10,0.1,"0",1
377,11749515,2303,5.04027041266191,0.211561552326769,6417900,0.005,10,0.1,"0",1
378,11749533,2808,5.72543856893098,0.231305090366833,9231300,0.005,10,0.1,"0",1
379,11749537,1140,6.01672285756575,0.239481000685078,10573200,0.005,10,0.1,"0",1
380,11750345,2751,7.67526210160639,0.283977747150222,7895700,0.005,10,0.1,"0",1
422,11749947,487,6.48332276356038,0.252334951029495,9352800,0.005,10,0.1,"0",1
452,11750073,1479,6.48845544899397,0.252474771544108,8763300,0.005,10,0.1,"0",1
453,11750057,1837,9.92878752196373,0.340052843498307,25109100,0.005,10,0.1,"0",1
473,11748071,389,9.25447258021988,0.323716793601351,12040200,0.005,10,0.1,"0",1
484,11750099,242,6.42768819061837,0.250817260214956,9657900,0.005,10,0.1,"0",1
494,11750019,359,5.54322163373493,0.226127108414741,7134300,0.005,10,0.1,"0",1
495,11750093,576,5.93314845939177,0.237147586853972,8311500,0.005,10,0.1,"0",1
540,6267092,1555,5.58857672682498,0.227420657846935,7618500,0.005,10,0.1,"0",1
584,11750921,376,5.7179273879589,0.231092634758634,4733100,0.005,10,0.1,"0",1
590,6266804,96,5.96118648382835,0.237931506620397,8860500,0.005,10,0.1,"0",1
637,6267944,3033,9.04557234965471,0.318584245255634,12712500,0.005,10,0.1,"0",1
645,6268428,1212,6.18091858628715,0.244037279685274,6149700,0.005,10,0.1,"0",1
678,6265788,6126,10.7285740481705,0.359003316874518,13442400,0.005,10,0.1,"0",1
695,6265940,600,10.271037623264,0.348216289128557,12437100,0.005,10,0.1,"0",1
719,6267866,3541,8.46050040725072,0.304015897696839,8585100,0.005,10,0.1,"0",1
728,6268200,3568,11.6869288839696,0.381161774290789,20304000,0.005,10,0.1,"0",1
756,6268498,1462,7.00404650952825,0.266356545617177,6553800,0.005,10,0.1,"0",1
772,6268876,358,6.12358528501075,0.242450508052798,5881500,0.005,10,0.1,"0",1
776,6268930,34,7.08506305849434,0.268509504356974,10375200,0.005,10,0.1,"0",1
778,6268988,3530,8.46323508299508,0.304084681006394,17914500,0.005,10,0.1,"0",1
789,6269048,1897,7.12544241967282,0.269579797915355,10332000,0.005,10,0.1,"0",1
790,6267610,2107,9.63326953822861,0.332935923252684,12642300,0.005,10,0.1,"0",1
791,6268062,1809,8.53175015636396,0.305805821990032,11379600,0.005,10,0.1,"0",1
794,6269044,3177,6.25914311355008,0.24619514036198,8552700,0.005,10,0.1,"0",1
805,6267636,1252,8.02763024319583,0.293042230480785,7538400,0.005,10,0.1,"0",1
808,6267668,59,6.63187031322128,0.256368272192119,4944600,0.005,10,0.1,"0",1
812,6268178,541,6.39438846001283,0.249906970789844,4561200,0.005,10,0.1,"0",1
814,6267902,3018,10.2521796663163,0.347768630326226,13952700,0.005,10,0.1,"0",1
815,6267834,4236,10.1991208291976,0.346507767803652,13660200,0.005,10,0.1,"0",1
816,6267802,1665,11.1085968198206,0.367858251458366,16734600,0.005,10,0.1,"0",1
823,6265856,1584,10.823364397443,0.361220721074944,13661100,0.005,10,0.1,"0",1
827,6265866,1959,8.83004562792115,0.313251473387023,8686800,0.005,10,0.1,"0",1
828,6265882,4128,9.66406761727033,0.333680656227027,9881100,0.005,10,0.1,"0",1
833,6266822,879,7.11155425927162,0.269211884746334,13671000,0.005,10,0.1,"0",1
838,6268320,1179,6.2851948685923,0.246911991338841,6093900,0.005,10,0.1,"0",1
839,6268916,3835,5.93984076225314,0.237334798849015,8806500,0.005,10,0.1,"0",1
848,6268560,3543,6.06550094065535,0.240838398745126,6813900,0.005,10,0.1,"0",1
851,6268518,1213,7.51654633857842,0.279854243364192,10977300,0.005,10,0.1,"0",1
854,6270492,2594,6.66392442566056,0.257235025937965,11960100,0.005,10,0.1,"0",1
861,6270474,477,6.58995461398748,0.255232959021377,11340000,0.005,10,0.1,"0",1
863,6270514,1529,6.18471474488763,0.244142186944176,9846000,0.005,10,0.1,"0",1
865,6270520,93,5.44591723558466,0.223341168899576,7143300,0.005,10,0.1,"0",1
867,6270452,392,6.6276568855244,0.256254246364071,11286000,0.005,10,0.1,"0",1
876,6270440,1402,4.01696248065901,0.180487654726439,3142800,0.005,10,0.1,"0",1
877,6269064,2143,5.83514226600137,0.234398632298914,6762600,0.005,10,0.1,"0",1
878,6269098,479,4.98106546711377,0.209818913510393,5276700,0.005,10,0.1,"0",1
879,6269002,2242,4.85257952364,0.206015511975187,4928400,0.005,10,0.1,"0",1
884,166759838,948,5.310410282189,0.219436421413517,4564800,0.005,10,0.1,"0",1
885,6268566,4235,8.69637541489889,0.309924461077504,12316500,0.005,10,0.1,"0",1
886,6268594,882,4.73571258690263,0.202529735173175,3011400,0.005,10,0.1,"0",1
890,6268720,869,7.07281704026658,0.268184550608324,8359200,0.005,10,0.1,"0",1
892,6268194,1195,11.338362015347,0.373167903306866,19159200,0.005,10,0.1,"0",1
893,6268252,2540,8.98594349560589,0.317112701438991,10504800,0.005,10,0.1,"0",1
894,6269216,1162,6.19355995834002,0.244386550476831,4411800,0.005,10,0.1,"0",1
895,6268306,130,7.89946147796443,0.289759243338517,7886700,0.005,10,0.1,"0",1
900,6268036,126,5.991687302057,0.23878302900972,3376800,0.005,10,0.1,"0",1
902,6267938,2627,8.25067820832816,0.298718289224675,7617600,0.005,10,0.1,"0",1
904,6267884,719,6.18682233221912,0.244200422011194,3722400,0.005,10,0.1,"0",1
906,6267816,909,6.83580515792873,0.261861608840973,5202000,0.005,10,0.1,"0",1
910,6267796,285,6.45360090206066,0.251524637765169,4653000,0.005,10,0.1,"0",1
912,6267692,1102,7.09727991653672,0.268833516473424,5541300,0.005,10,0.1,"0",1
914,6269132,841,6.30576521713351,0.247477384002926,3407400,0.005,10,0.1,"0",1
922,6265860,1491,9.71509865849595,0.334913080366905,11338200,0.005,10,0.1,"0",1
925,6265862,485,7.4154446015188,0.277213959060201,5545800,0.005,10,0.1,"0",1
929,6267794,498,8.47689019548506,0.304428038407328,8089200,0.005,10,0.1,"0",1
930,6267784,172,5.55741948662476,0.226532378359423,2908800,0.005,10,0.1,"0",1
931,6268216,4407,8.66839962754599,0.309226216228277,10097100,0.005,10,0.1,"0",1
933,6269222,649,5.04362461274635,0.211660095506464,3271500,0.005,10,0.1,"0",1
936,6268296,2985,9.4867780429416,0.329383755427467,14721300,0.005,10,0.1,"0",1
939,6268026,164,6.84973866339885,0.262235123715535,6192900,0.005,10,0.1,"0",1
941,6268020,1385,8.02203958496481,0.292899357793296,8602200,0.005,10,0.1,"0",1
942,6267894,1364,7.75418049999885,0.286018545187557,7321500,0.005,10,0.1,"0",1
943,6268164,1422,7.54257192072624,0.280532176359245,9315000,0.005,10,0.1,"0",1
949,6268044,3119,6.88622004692733,0.263212000759501,7049700,0.005,10,0.1,"0",1
951,6267716,1913,6.17077972232051,0.24375699626389,4134600,0.005,10,0.1,"0",1
954,6265900,956,9.82964188090657,0.337672307749061,9979200,0.005,10,0.1,"0",1
955,6265768,161,8.56572446987246,0.306657739037436,7335900,0.005,10,0.1,"0",1
956,6265796,4204,10.0995585523716,0.344136496414537,11299500,0.005,10,0.1,"0",1
958,6267612,2103,9.56687757104229,0.331328054462703,10584000,0.005,10,0.1,"0",1
959,6267532,436,6.63837471254239,0.256544254746718,4582800,0.005,10,0.1,"0",1
962,6265834,622,7.11329232749332,0.26925793994286,5044500,0.005,10,0.1,"0",1
968,6267526,831,6.56322940036945,0.25450795881416,4075200,0.005,10,0.1,"0",1
969,6267564,593,7.73625764166715,0.285555616284457,5956200,0.005,10,0.1,"0",1
971,6267630,239,7.34109645304453,0.275265453718544,5985900,0.005,10,0.1,"0",1
972,6267808,2412,8.48969836234333,0.304749948602965,9892800,0.005,10,0.1,"0",1
973,6269172,865,10.8200543964617,0.361143389570012,16010100,0.005,10,0.1,"0",1
974,6267856,798,7.93782410966814,0.29074355001584,7322400,0.005,10,0.1,"0",1
977,6268310,3378,8.58532315008073,0.3071487212575,13203000,0.005,10,0.1,"0",1
981,6268396,622,6.87421074041053,0.262890594419222,7830900,0.005,10,0.1,"0",1
982,6268516,2100,6.3454096090431,0.248565484173715,6975000,0.005,10,0.1,"0",1
984,6268666,1117,4.84786129938321,0.205875273480248,4041000,0.005,10,0.1,"0",1
987,6268676,2030,6.71913641626243,0.258725050226588,9144000,0.005,10,0.1,"0",1
988,6268796,412,4.28598726370198,0.188866386957617,3480300,0.005,10,0.1,"0",1
989,6268842,1198,5.65781757091976,0.229389384992671,7055100,0.005,10,0.1,"0",1
991,6268600,475,4.22451287605392,0.186966029685802,3028500,0.005,10,0.1,"0",1
997,6268540,2330,8.75691489984742,0.311433157864017,15993000,0.005,10,0.1,"0",1
999,6268474,824,4.19799054109948,0.186143586750562,2615400,0.005,10,0.1,"0",1
1000,6268204,3592,6.95086351158364,0.264939182228334,7637400,0.005,10,0.1,"0",1
1003,6268128,1493,8.3612270075846,0.301514407540373,11422800,0.005,10,0.1,"0",1
1004,6268014,266,7.37129089704077,0.276057495894621,7812900,0.005,10,0.1,"0",1
1006,6267974,863,6.04379217956047,0.240234692609008,5000400,0.005,10,0.1,"0",1
1007,6268104,697,4.12143410930427,0.183760816420586,2035800,0.005,10,0.1,"0",1
1008,6268140,1179,5.28953824634262,0.218832333853792,3842100,0.005,10,0.1,"0",1
1010,6268242,875,4.79853066853982,0.20440657030513,3073500,0.005,10,0.1,"0",1
1011,6268360,655,6.00795485614428,0.23923665499072,5618700,0.005,10,0.1,"0",1
1013,6268438,98,3.87341695699274,0.175948283200633,2070000,0.005,10,0.1,"0",1
1014,6268964,2315,4.92549435162877,0.208177570913694,5516100,0.005,10,0.1,"0",1
1017,6268772,565,3.67581984865463,0.16961607607239,2542500,0.005,10,0.1,"0",1
1019,6268766,1340,5.15588491756536,0.214946961122468,5535000,0.005,10,0.1,"0",1
1021,6268786,473,4.51076624780624,0.195746625736173,4178700,0.005,10,0.1,"0",1
1022,6268932,1390,3.8524196683447,0.175280084127849,3048300,0.005,10,0.1,"0",1
1023,6268976,929,6.10130245003656,0.241832600972617,9227700,0.005,10,0.1,"0",1
1024,6270038,52,3.62517476110827,0.167976807269282,2669400,0.005,10,0.1,"0",1
1029,6268992,609,4.83307581448042,0.205435543054798,5137200,0.005,10,0.1,"0",1
1036,6269084,1693,7.05316228194332,0.267662649414188,13457700,0.005,10,0.1,"0",1
1037,6270046,977,2.92967987968751,0.144708211810396,1618200,0.005,10,0.1,"0",1
1038,6266844,957,5.56913166592975,0.226866462354779,7721100,0.005,10,0.1,"0",1
1039,6268800,565,4.47998037151593,0.194810489144986,2663100,0.005,10,0.1,"0",1
1191,6269738,954,6.82256871933916,0.261506568604401,12617100,0.005,10,0.1,"0",1
1227,6270174,1264,5.71369635428044,0.230972922063786,8234100,0.005,10,0.1,"0",1
1248,166759836,2122,5.84062139719602,0.234552678933457,5476500,0.005,10,0.1,"0",1
1273,11736623,1452,6.67418242979576,0.257512141379561,16012800,0.005,10,0.1,"0",1
1298,11735609,545,4.5644352458155,0.197374023403785,5910300,0.005,10,0.1,"0",1
1300,11736443,3113,5.97226235944414,0.238240873914803,11881800,0.005,10,0.1,"0",1
1304,11736581,1595,6.57409250471517,0.254802759178338,15049800,0.005,10,0.1,"0",1
1322,11736977,1485,5.01614122156687,0.210852078937728,7742700,0.005,10,0.1,"0",1
1332,11736357,2353,6.55311995179887,0.254233479456295,14820300,0.005,10,0.1,"0",1
1354,11735919,1091,7.37294498625288,0.276100856800444,19427400,0.005,10,0.1,"0",1
1368,11735359,1234,4.07229028497836,0.182224248869979,4326300,0.005,10,0.1,"0",1
1383,11735161,1950,5.70757721174989,0.230799740237677,9540900,0.005,10,0.1,"0",1
1387,11735131,678,5.40499536244659,0.222165074656144,8239500,0.005,10,0.1,"0",1
1394,11735713,928,4.80988492932845,0.204745016369508,6617700,0.005,10,0.1,"0",1
1397,11735989,2163,5.76883048029489,0.232530809239698,10613700,0.005,10,0.1,"0",1
1404,11736089,2370,4.85552519953074,0.206103044755809,6953400,0.005,10,0.1,"0",1
1417,11736453,2553,5.12431289352497,0.214024754264863,8055900,0.005,10,0.1,"0",1
1422,11736613,2293,7.80883118493221,0.287428138926452,22797000,0.005,10,0.1,"0",1
1428,11737111,702,5.73153139873098,0.231477366144795,10738800,0.005,10,0.1,"0",1
1457,11735457,2548,6.95982604055582,0.26517826709332,15932700,0.005,10,0.1,"0",1
1466,11735077,4096,6.83947567083264,0.261960026261649,14382000,0.005,10,0.1,"0",1
1467,11737403,2862,7.51783447403608,0.279887814185694,17955900,0.005,10,0.1,"0",1
1479,11734625,5229,6.09614427344684,0.24168946736096,10370700,0.005,10,0.1,"0",1
1501,11734527,2717,6.23919319596353,0.245645584792526,10239300,0.005,10,0.1,"0",1
1506,11735195,5083,6.84387669872324,0.262078010085669,14787000,0.005,10,0.1,"0",1
1522,11735409,2989,5.87515896341527,0.235522712376292,10151100,0.005,10,0.1,"0",1
1536,11736257,972,3.85727921141373,0.175434826881059,3814200,0.005,10,0.1,"0",1
1555,11735557,823,4.33457951752682,0.190362737314679,4765500,0.005,10,0.1,"0",1
1575,11735209,421,4.73327347340615,0.202456710929819,6094800,0.005,10,0.1,"0",1
1588,11734971,1240,7.27816741019606,0.27361158857012,17155800,0.005,10,0.1,"0",1
1592,11735089,1215,7.27682032008407,0.273576138329026,17432100,0.005,10,0.1,"0",1
1606,11735645,154,6.00839367593333,0.239248886514025,9564300,0.005,10,0.1,"0",1
1627,11736075,4562,8.04935331374234,0.293597093769369,21377700,0.005,10,0.1,"0",1
1682,11738037,731,5.37338095859735,0.221254647225028,6996600,0.005,10,0.1,"0",1
1688,11738457,1954,5.8442702114863,0.234655241871701,11266200,0.005,10,0.1,"0",1
1697,11738525,872,6.3616586035048,0.249010872701231,14041800,0.005,10,0.1,"0",1
1714,11738863,791,5.28273029452219,0.218635140566363,9130500,0.005,10,0.1,"0",1
1719,11738753,1849,7.63947509095404,0.283050236703511,23578200,0.005,10,0.1,"0",1
1723,11738647,919,5.96916397473838,0.238154348322948,12089700,0.005,10,0.1,"0",1
1726,11736533,1091,3.89984308454696,0.176787702580988,3762000,0.005,10,0.1,"0",1
1727,11738401,479,5.4993321273299,0.224872331894069,9684900,0.005,10,0.1,"0",1
1731,11738067,1786,5.33634206873782,0.220185959244504,7212600,0.005,10,0.1,"0",1
1732,11738841,4882,6.21873638062911,0.245081518124408,14598000,0.005,10,0.1,"0",1
1736,11738771,1819,6.17542955516093,0.243885555520321,14157000,0.005,10,0.1,"0",1
1738,11735679,7261,7.26434337553383,0.273247699409743,15578100,0.005,10,0.1,"0",1
1743,11735969,6398,6.52187803486053,0.253384433020733,12411900,0.005,10,0.1,"0",1
1744,11738085,6546,8.35622051412458,0.301388018690207,21844800,0.005,10,0.1,"0",1
1746,11736177,1763,5.49437042892311,0.224730291041261,8635500,0.005,10,0.1,"0",1
1747,11738701,1942,5.82462069169858,0.234102694846554,12524400,0.005,10,0.1,"0",1
1750,11737497,1621,5.39889638827212,0.221989561840327,9267300,0.005,10,0.1,"0",1
1755,11734725,2963,6.17077972232051,0.24375699626389,10188900,0.005,10,0.1,"0",1
1758,11735955,1476,4.26985416092828,0.188368460411609,4851000,0.005,10,0.1,"0",1
1760,11736197,606,5.80671953082499,0.23359882492699,10614600,0.005,10,0.1,"0",1
1763,11735287,860,6.20910207906384,0.244815673629793,12093300,0.005,10,0.1,"0",1
1765,11734637,2897,6.37138055102226,0.249277190237244,11861100,0.005,10,0.1,"0",1
1768,11735757,1292,4.04740842144414,0.181444154232839,4108500,0.005,10,0.1,"0",1
1770,11742517,36,6.01628487652244,0.239468797613666,10867500,0.005,10,0.1,"0",1
1773,11736751,2969,5.8647364352781,0.235230162493833,11305800,0.005,10,0.1,"0",1
1778,11735997,43,4.79313936288243,0.204245782986684,6736500,0.005,10,0.1,"0",1
1782,11737245,6842,7.47743520523332,0.278834122572886,21105000,0.005,10,0.1,"0",1
1786,11736083,1837,4.67172218822312,0.200610178870244,6378300,0.005,10,0.1,"0",1
1788,11735069,1469,5.20595894097398,0.216406138647646,7734600,0.005,10,0.1,"0",1
1790,11734579,2964,6.41848444317507,0.250565806139527,11371500,0.005,10,0.1,"0",1
1796,11735371,1123,4.37019533541421,0.19145629634057,4836600,0.005,10,0.1,"0",1
1798,11738769,1349,4.67482637220958,0.200703478125046,7307100,0.005,10,0.1,"0",1
1800,11738763,1828,5.69058442924705,0.230318524063828,11847600,0.005,10,0.1,"0",1
1801,11738605,208,3.47265416034292,0.162997946477933,3492000,0.005,10,0.1,"0",1
1804,11738557,758,5.13195829498822,0.214248229580847,8865000,0.005,10,0.1,"0",1
1805,11738633,781,3.43684887556294,0.161819689706251,3209400,0.005,10,0.1,"0",1
1808,11738705,782,6.84167667346903,0.262019034120677,17107200,0.005,10,0.1,"0",1
1813,11738731,494,5.37235685831441,0.22122512849208,9252000,0.005,10,0.1,"0",1
1815,11738857,944,5.40905607107311,0.222281898475462,9660600,0.005,10,0.1,"0",1
1816,11738723,1192,5.84062139719602,0.234552678933457,11843100,0.005,10,0.1,"0",1
1818,11738697,1657,4.89883589160696,0.207388219342723,7711200,0.005,10,0.1,"0",1
1819,11738637,1726,4.41348728903672,0.192781952754386,6085800,0.005,10,0.1,"0",1
1824,11738613,2389,5.7781033619034,0.232792387006433,11367900,0.005,10,0.1,"0",1
1825,11738571,811,4.17631483282229,0.185470276934307,5106600,0.005,10,0.1,"0",1
1826,11738553,2463,6.60460914717499,0.255630131923655,15570000,0.005,10,0.1,"0",1
1827,11737005,828,3.36853238403696,0.159561300659315,2792700,0.005,10,0.1,"0",1
1828,11738065,1174,5.1248595160559,0.214040735376554,6532200,0.005,10,0.1,"0",1
1830,11736683,1004,3.97146415710773,0.179054199828712,3945600,0.005,10,0.1,"0",1
1831,11736743,1289,4.1907825036053,0.185919800385512,4500900,0.005,10,0.1,"0",1
1832,11736875,2256,6.56128694598458,0.254455229522798,13721400,0.005,10,0.1,"0",1
1834,11737099,1458,4.75758699649612,0.203184126344738,6583500,0.005,10,0.1,"0",1
1835,11736529,2085,4.55351387321489,0.197043323390086,5530500,0.005,10,0.1,"0",1
1838,11736685,932,5.57983802924634,0.227171671596678,9223200,0.005,10,0.1,"0",1
1839,11736741,620,5.0736748356274,0.212542067232598,7597800,0.005,10,0.1,"0",1
1840,11735957,5387,7.28489770220785,0.273788674547997,15928200,0.005,10,0.1,"0",1
1842,11737455,1128,4.58680752587909,0.198050717660753,5436000,0.005,10,0.1,"0",1
1843,11736139,1210,5.77254210147755,0.232635525110077,10004400,0.005,10,0.1,"0",1
1844,11736339,1114,3.84430156559439,0.17502144814523,3616200,0.005,10,0.1,"0",1
1848,11736379,3267,5.72262347144302,0.231225474441629,9708300,0.005,10,0.1,"0",1
1854,11736067,1136,5.35387675332027,0.22069216625243,8136000,0.005,10,0.1,"0",1
1855,11735887,1494,7.4468552365505,0.278035401496065,18054900,0.005,10,0.1,"0",1
1860,11738033,458,5.5598623341269,0.226602076769443,7763400,0.005,10,0.1,"0",1
1862,11735441,2492,5.55057161219686,0.226336948356099,7693200,0.005,10,0.1,"0",1
1867,11735269,144,5.27591020525656,0.21843751925925,6763500,0.005,10,0.1,"0",1
1869,11735181,1148,4.50946211836147,0.195707008740411,4690800,0.005,10,0.1,"0",1
1870,11735395,1372,5.06034960197239,0.212151166580115,6946200,0.005,10,0.1,"0",1
1872,11735205,1200,3.8394193193018,0.174865824953117,3595500,0.005,10,0.1,"0",1
1878,11735219,1984,4.45155638977354,0.193944458136994,5129100,0.005,10,0.1,"0",1
1880,11735331,981,4.1610489137987,0.184995444341167,4178700,0.005,10,0.1,"0",1
1881,11735571,3593,6.09054943871257,0.241534175892323,10648800,0.005,10,0.1,"0",1
1882,11735717,349,4.589991282877,0.198146936175895,5501700,0.005,10,0.1,"0",1
1884,11736079,1334,5.6554329651014,0.22932170403788,9726300,0.005,10,0.1,"0",1
1886,11736021,1244,4.04892242818586,0.181491662307863,4286700,0.005,10,0.1,"0",1
1891,11735835,1231,4.61282487550166,0.198836420340344,5738400,0.005,10,0.1,"0",1
1892,11735567,306,4.34008516384378,0.190531960010388,4829400,0.005,10,0.1,"0",1
1895,11736343,328,4.1398393801963,0.184334872541155,4503600,0.005,10,0.1,"0",1
1898,11736669,832,4.95653699886215,0.209095124121095,7252200,0.005,10,0.1,"0",1
1899,11736823,1036,4.12438657765852,0.183852954930985,4743900,0.005,10,0.1,"0",1
1900,11736227,2198,4.95310107527669,0.208993650709997,7356600,0.005,10,0.1,"0",1
1901,11735581,1672,5.73621211158145,0.231609676766536,9969300,0.005,10,0.1,"0",1
1902,11735325,487,4.39056184258991,0.192080433890607,5054400,0.005,10,0.1,"0",1
1905,11734621,1164,5.89997943772424,0.236218772081788,9562500,0.005,10,0.1,"0",1
